Transaction Id,Customer Id,Date,value,category 
100000632,100069,12/2/2021,1748,apparel
100000633,100041,12/3/2021,3147,food
100000634,100200,12/3/2021,1365,furniture
100000635,100083,12/4/2021,2455,alcohol and beverage
100000636,100001,12/6/2021,4930,food
100000637,100044,12/6/2021,3508,computer equipment
100000638,100089,12/7/2021,4321,household appliances
100000639,100175,12/7/2021,1641,apparel
100000640,100005,12/8/2021,3475,computer equipment
100000641,100101,12/8/2021,2762,furniture
100000642,100054,12/10/2021,3987,food
100000643,100160,12/11/2021,2852,computer equipment
100000644,100053,12/16/2021,3144,household appliances
100000645,100147,12/17/2021,2180,alcohol and beverage
100000646,100162,12/18/2021,3532,furniture
100000647,100119,12/19/2021,1657,food
100000648,100190,12/19/2021,6573,computer equipment
100000649,100047,12/20/2021,233,computer equipment
100000650,100117,12/20/2021,577,household appliances
100000651,100027,12/22/2021,32,household appliances
100000652,100177,12/23/2021,3494,computer equipment
100000653,100107,12/23/2021,1345,computer equipment
100000654,100191,12/26/2021,3072,food
100000655,100148,12/27/2021,5471,computer equipment
100000656,100100,12/28/2021,5612,food
100000657,100103,12/28/2021,2952,alcohol and beverage
100000658,100023,12/28/2021,1734,furniture
100000659,100140,12/29/2021,3739,computer equipment
100000660,100034,12/29/2021,3544,computer equipment
100000661,100001,12/29/2021,3296,household appliances
100000662,100040,12/30/2021,2708,computer equipment
100000663,100188,12/31/2021,2029,food
100000664,100140,1/1/2022,4573,furniture
100000665,100003,1/1/2022,3489,furniture
100000666,100199,1/3/2022,2085,alcohol and beverage
100000667,100160,1/4/2022,1516,household appliances
100000668,100171,1/6/2022,2910,alcohol and beverage
100000669,100057,1/6/2022,1796,furniture
100000670,100127,1/7/2022,2854,household appliances
100000671,100079,1/8/2022,5254,apparel
100000672,100191,1/11/2022,4911,household appliances
100000673,100176,1/11/2022,3763,food
100000674,100039,1/12/2022,869,food
100000675,100056,1/15/2022,4282,household appliances
100000676,100029,1/17/2022,4451,apparel
100000677,100087,1/18/2022,267,furniture
100000678,100157,1/19/2022,4961,alcohol and beverage
100000679,100062,1/19/2022,1620,food
100000680,100011,1/21/2022,3186,food
100000681,100136,1/21/2022,3566,alcohol and beverage
100000682,100052,1/21/2022,702,household appliances
100000683,100048,1/22/2022,6124,alcohol and beverage
100000684,100037,1/24/2022,1466,food
100000685,100117,1/25/2022,3449,household appliances
100000686,100042,1/25/2022,2001,apparel
100000687,100129,1/26/2022,4285,apparel
100000688,100091,1/27/2022,3101,furniture
100000689,100177,1/30/2022,4791,food
100000690,100028,2/1/2022,3721,food
100000691,100132,2/2/2022,3005,apparel
100000692,100058,2/4/2022,4589,computer equipment
100000693,100021,2/6/2022,2107,household appliances
100000694,100101,2/6/2022,3376,furniture
100000695,100008,2/6/2022,3164,furniture
100000696,100074,2/7/2022,1530,alcohol and beverage
100000697,100075,2/8/2022,3533,furniture
100000698,100181,2/8/2022,273,computer equipment
100000699,100044,2/9/2022,3796,computer equipment
100000700,100048,2/9/2022,3648,furniture
100000701,100111,2/11/2022,2749,furniture
100000702,100167,2/11/2022,1966,computer equipment
100000703,100153,2/11/2022,2575,computer equipment
100000704,100172,2/12/2022,4146,alcohol and beverage
100000705,100034,2/13/2022,575,alcohol and beverage
100000706,100126,2/13/2022,2217,alcohol and beverage
100000707,100100,2/15/2022,2899,computer equipment
100000708,100125,2/16/2022,1680,household appliances
100000709,100183,2/19/2022,5469,household appliances
100000710,100180,2/19/2022,3620,computer equipment
100000711,100197,2/19/2022,942,furniture
100000712,100026,2/20/2022,4278,furniture
100000713,100117,2/22/2022,2368,furniture
100000714,100180,2/23/2022,4652,household appliances
100000715,100160,2/24/2022,1976,food
100000716,100165,2/25/2022,3959,alcohol and beverage
100000717,100023,2/26/2022,605,alcohol and beverage
100000718,100051,2/28/2022,469,apparel
100000719,100057,2/28/2022,330,food
100000720,100168,3/3/2022,4640,food
100000721,100058,3/3/2022,1741,furniture
100000722,100128,3/3/2022,2149,computer equipment
100000723,100097,3/3/2022,3026,household appliances
100000724,100085,3/4/2022,413,food
100000725,100194,3/4/2022,4676,household appliances
100000726,100162,3/5/2022,3564,alcohol and beverage
100000727,100005,3/6/2022,2781,computer equipment
100000728,100103,3/6/2022,2542,food
100000729,100013,3/8/2022,2696,food
100000730,100057,3/8/2022,2539,computer equipment
100000731,100091,3/8/2022,2105,apparel
100000732,100068,3/9/2022,2734,computer equipment
100000733,100190,3/9/2022,1289,alcohol and beverage
100000734,100011,3/9/2022,2397,apparel
100000735,100065,3/13/2022,2582,apparel
100000736,100022,3/14/2022,1269,furniture
100000737,100114,3/17/2022,373,food
100000738,100042,3/18/2022,2291,apparel
100000739,100118,3/18/2022,2969,apparel
100000740,100108,3/18/2022,1297,alcohol and beverage
100000741,100187,3/19/2022,4985,household appliances
100000742,100080,3/19/2022,6068,food
100000743,100170,3/22/2022,3534,household appliances
100000744,100135,3/23/2022,567,food
100000745,100138,3/23/2022,2623,apparel
100000746,100107,3/23/2022,1049,alcohol and beverage
100000747,100084,3/24/2022,1250,computer equipment
100000748,100158,3/25/2022,4373,apparel
1000000040,100012,3/28/2022,4107,food
1000000041,100172,3/31/2022,6164,computer equipment
1000000042,100046,4/1/2022,3753,computer equipment
1000000043,100018,4/1/2022,787,food
1000000044,100027,4/3/2022,2757,computer equipment
1000000045,100013,4/5/2022,2696,apparel
1000000046,100125,4/5/2022,1467,alcohol and beverage
1000000047,100023,4/6/2022,10,food
1000000048,100179,4/6/2022,3060,household appliances
1000000049,100196,4/7/2022,3543,computer equipment
1000000050,100194,4/7/2022,1556,computer equipment
1000000051,100040,4/8/2022,2857,alcohol and beverage
1000000052,100056,4/10/2022,4384,computer equipment
1000000053,100161,4/13/2022,3875,apparel
1000000054,100013,4/14/2022,1685,household appliances
1000000055,100003,4/15/2022,1134,household appliances
1000000056,100141,4/15/2022,6927,alcohol and beverage
1000000057,100042,4/15/2022,1522,household appliances
1000000058,100196,4/16/2022,608,computer equipment
1000000059,100063,4/18/2022,2733,apparel
1000000060,100061,4/19/2022,3830,alcohol and beverage
1000000061,100082,4/20/2022,745,furniture
1000000062,100065,4/20/2022,1883,apparel
1000000063,100030,4/20/2022,2435,computer equipment
1000000064,100138,4/21/2022,5005,computer equipment
1000000065,100134,4/21/2022,1902,food
1000000066,100147,4/23/2022,3473,food
1000000067,100101,4/24/2022,4868,apparel
1000000068,100137,4/25/2022,2561,food
1000000069,100097,4/29/2022,2716,food
1000000070,100194,4/30/2022,1766,food
1000000071,100047,5/2/2022,426,furniture
1000000072,100187,5/3/2022,4364,food
1000000073,100017,5/3/2022,3572,furniture
1000000074,100108,5/5/2022,4958,alcohol and beverage
1000000075,100194,5/6/2022,3877,alcohol and beverage
1000000076,100100,5/6/2022,967,computer equipment
1000000077,100021,5/7/2022,4252,household appliances
1000000078,100113,5/7/2022,3007,household appliances
1000000079,100109,5/7/2022,3312,computer equipment
1000000080,100169,5/8/2022,2955,computer equipment
1000000081,100060,5/8/2022,4744,furniture
1000000082,100093,5/10/2022,3107,computer equipment
1000000083,100100,5/11/2022,349,computer equipment
1000000084,100017,5/12/2022,1444,alcohol and beverage
1000000085,100186,5/13/2022,5596,alcohol and beverage
1000000086,100172,5/14/2022,1720,household appliances
1000000087,100041,5/15/2022,1658,furniture
1000000088,100056,5/16/2022,2700,food
1000000089,100141,5/16/2022,3485,apparel
1000000090,100138,5/16/2022,2287,apparel
1000000091,100063,5/17/2022,3896,computer equipment
1000000092,100065,5/18/2022,968,alcohol and beverage
1000000093,100193,5/18/2022,2239,household appliances
1000000094,100165,5/19/2022,1254,alcohol and beverage
1000000095,100100,5/20/2022,3508,food
1000000096,100174,5/20/2022,4013,household appliances
1000000097,100012,5/21/2022,3129,alcohol and beverage
1000000098,100126,5/25/2022,5123,food
1000000099,100131,5/29/2022,1587,food
1000000100,100146,5/29/2022,3313,furniture
1000000101,100169,5/30/2022,1748,apparel
1000000102,100063,5/31/2022,2742,computer equipment
1000000103,100103,6/1/2022,929,food
1000000104,100118,6/2/2022,2848,furniture
1000000105,100118,6/5/2022,2371,apparel
1000000106,100102,6/6/2022,3149,alcohol and beverage
1000000107,100014,6/7/2022,2199,alcohol and beverage
1000000108,100058,6/8/2022,2587,furniture
1000000109,100184,6/10/2022,1570,furniture
1000000110,100106,6/11/2022,1063,furniture
1000000111,100119,6/12/2022,2255,alcohol and beverage
1000000112,100080,6/13/2022,764,household appliances
1000000113,100026,6/13/2022,671,alcohol and beverage
1000000114,100171,6/14/2022,5751,computer equipment
1000000115,100129,6/14/2022,2103,household appliances
1000000116,100047,6/15/2022,3187,computer equipment
1000000117,100165,6/17/2022,2834,computer equipment
1000000118,100136,6/17/2022,1568,apparel
1000000119,100025,6/19/2022,4488,food
1000000120,100004,6/20/2022,4231,computer equipment
1000000121,100128,6/20/2022,2132,computer equipment
1000000122,100200,6/21/2022,4973,computer equipment
1000000123,100157,6/21/2022,3849,furniture
1000000124,100019,6/23/2022,4364,household appliances
1000000125,100160,6/25/2022,3644,furniture
1000000126,100156,6/27/2022,159,alcohol and beverage
1000000127,100108,6/27/2022,280,household appliances
1000000128,100014,6/27/2022,3486,furniture
1000000129,100070,6/27/2022,5678,furniture
1000000130,100141,6/29/2022,1828,apparel
1000000131,100061,6/29/2022,2777,food
1000000132,100028,6/30/2022,2972,household appliances
1000000133,100080,7/1/2022,2243,furniture
1000000134,100048,7/2/2022,2787,apparel
1000000135,100171,7/3/2022,2840,household appliances
1000000136,100161,7/3/2022,2523,computer equipment
1000000137,100131,7/4/2022,4480,apparel
1000000138,100159,7/6/2022,2145,food
1000000139,100017,7/6/2022,1140,apparel
1000000140,100135,7/8/2022,5978,household appliances
1000000141,100178,7/9/2022,1132,apparel
1000000142,100082,7/9/2022,2358,apparel
1000000143,100162,7/9/2022,5065,alcohol and beverage
1000000144,100130,7/10/2022,1668,food
1000000145,100124,7/11/2022,58,computer equipment
1000000146,100089,7/13/2022,4569,apparel
1000000147,100077,7/14/2022,2333,alcohol and beverage
1000000148,100088,7/15/2022,1624,apparel
1000000149,100016,7/17/2022,1034,household appliances
1000000150,100123,7/17/2022,4961,furniture
1000000151,100073,7/18/2022,3787,apparel
1000000152,100099,7/19/2022,2413,apparel
1000000153,100003,7/21/2022,502,computer equipment
1000000154,100127,7/24/2022,4565,alcohol and beverage
1000000155,100051,7/24/2022,1181,furniture
1000000156,100170,7/28/2022,4487,computer equipment
1000000157,100107,7/30/2022,3076,household appliances
1000000158,100090,7/31/2022,2719,apparel
1000000159,100152,7/31/2022,2287,apparel
1000000160,100045,8/1/2022,5285,computer equipment
1000000161,100110,8/2/2022,2459,alcohol and beverage
1000000162,100015,8/3/2022,2198,furniture
1000000163,100092,8/4/2022,2559,alcohol and beverage
1000000164,100101,8/5/2022,2768,furniture
1000000165,100112,8/5/2022,4663,food
1000000166,100108,8/6/2022,2301,alcohol and beverage
1000000167,100000,8/11/2022,2482,alcohol and beverage
1000000168,100125,8/11/2022,2754,household appliances
1000000169,100146,8/12/2022,4247,alcohol and beverage
1000000170,100151,8/12/2022,6591,furniture
1000000171,100114,8/15/2022,1826,food
1000000172,100135,8/16/2022,2852,furniture
1000000173,100139,8/17/2022,3273,furniture
1000000174,100079,8/20/2022,3012,household appliances
1000000175,100024,8/21/2022,3079,household appliances
1000000176,100006,8/21/2022,1805,computer equipment
1000000177,100064,8/21/2022,2968,alcohol and beverage
1000000178,100152,8/22/2022,3404,household appliances
1000000179,100077,8/23/2022,877,alcohol and beverage
1000000180,100140,8/25/2022,3660,household appliances
1000000181,100197,8/30/2022,721,food
1000000182,100113,8/31/2022,1668,food
1000000183,100054,8/31/2022,566,computer equipment
1000000184,100052,8/31/2022,2014,furniture
1000000185,100114,8/31/2022,834,furniture
1000000186,100079,9/2/2022,3166,apparel
1000000187,100106,9/2/2022,1115,alcohol and beverage
1000000188,100043,9/3/2022,2293,food
1000000189,100193,9/5/2022,3811,computer equipment
1000000190,100080,9/8/2022,5458,computer equipment
1000000191,100048,9/9/2022,1523,furniture
1000000192,100093,9/10/2022,2689,furniture
1000000193,100069,9/10/2022,2809,household appliances
1000000194,100037,9/11/2022,3392,apparel
1000000195,100131,9/14/2022,4509,furniture
1000000196,100143,9/19/2022,1362,apparel
1000000197,100188,9/19/2022,3438,alcohol and beverage
1000000198,100172,9/20/2022,5635,alcohol and beverage
1000000199,100078,9/22/2022,3620,computer equipment
1000000200,100067,9/22/2022,3198,household appliances
1000000201,100010,9/24/2022,3459,computer equipment
1000000202,100081,9/24/2022,4459,alcohol and beverage
1000000203,100107,9/24/2022,1998,apparel
1000000204,100191,9/25/2022,1811,food
1000000205,100031,9/29/2022,63,furniture
1000000206,100010,10/4/2022,3237,furniture
1000000207,100153,10/6/2022,2300,household appliances
1000000208,100180,10/7/2022,2867,computer equipment
1000000209,100185,10/7/2022,1920,computer equipment
1000000210,100132,10/7/2022,2199,computer equipment
1000000211,100078,10/9/2022,222,computer equipment
1000000212,100015,10/9/2022,1152,furniture
1000000213,100109,10/9/2022,296,household appliances
1000000214,100018,10/9/2022,2226,computer equipment
1000000215,100072,10/10/2022,4127,computer equipment
1000000216,100089,10/12/2022,1746,alcohol and beverage
1000000217,100149,10/16/2022,1220,apparel
1000000218,100063,10/18/2022,4022,alcohol and beverage
1000000219,100025,10/20/2022,5143,food
1000000220,100170,10/21/2022,2563,furniture
1000000221,100200,10/21/2022,5042,household appliances
1000000222,100160,10/22/2022,3574,furniture
1000000223,100057,10/22/2022,4621,alcohol and beverage
1000000224,100021,10/23/2022,2526,apparel
1000000225,100126,10/24/2022,2546,furniture
1000000226,100088,10/24/2022,2972,furniture
1000000227,100107,10/25/2022,543,food
1000000228,100149,10/26/2022,3904,computer equipment
1000000229,100183,10/26/2022,4942,household appliances
1000000230,100072,10/26/2022,4198,household appliances
1000000231,100149,10/28/2022,2761,household appliances
1000000232,100023,10/30/2022,1732,household appliances
1000000233,100125,11/1/2022,1907,apparel
1000000234,100056,11/1/2022,2176,alcohol and beverage
1000000235,100184,11/1/2022,2400,household appliances
1000000236,100110,11/3/2022,2536,apparel
1000000237,100071,11/4/2022,1295,apparel
1000000238,100161,11/7/2022,2036,food
1000000239,100189,11/7/2022,3334,household appliances
1000000240,100031,11/8/2022,2675,alcohol and beverage
1000000241,100140,11/9/2022,1530,alcohol and beverage
1000000242,100035,11/10/2022,5471,furniture
1000000243,100137,11/11/2022,3424,alcohol and beverage
1000000244,100024,11/12/2022,1950,furniture
1000000245,100090,11/14/2022,3450,alcohol and beverage
1000000246,100019,11/17/2022,2321,furniture
1000000247,100055,11/17/2022,6092,apparel
1000000248,100077,11/21/2022,2401,alcohol and beverage
1000000249,100196,11/21/2022,5168,furniture
1000000250,100160,11/23/2022,3799,alcohol and beverage
1000000251,100032,11/25/2022,2490,furniture
1000000252,100145,11/25/2022,6601,apparel
1000000253,100007,11/27/2022,1928,apparel
1000000254,100023,11/29/2022,3794,furniture
1000000255,100101,11/29/2022,3863,apparel
1000000256,100020,11/29/2022,5493,furniture
1000000257,100053,12/4/2022,3288,food
1000000258,100165,12/5/2022,2202,computer equipment
1000000259,100171,12/6/2022,1590,food
1000000260,100156,12/11/2022,4201,alcohol and beverage
1000000261,100099,12/12/2022,2443,alcohol and beverage
1000000262,100090,12/13/2022,3295,furniture
1000000263,100178,12/14/2022,890,furniture
1000000264,100049,12/14/2022,2190,furniture
1000000265,100048,12/14/2022,2317,furniture
1000000266,100049,12/15/2022,3898,alcohol and beverage
1000000267,100169,12/16/2022,2654,alcohol and beverage
1000000268,100051,12/17/2022,4541,furniture
1000000269,100053,12/18/2022,3584,alcohol and beverage
1000000270,100059,12/20/2022,4966,household appliances
1000000271,100000,12/20/2022,797,furniture
1000000272,100143,12/20/2022,671,apparel
1000000273,100090,12/21/2022,2770,food
1000000274,100113,12/23/2022,2789,household appliances
1000000275,100124,12/23/2022,663,food
1000000276,100007,12/23/2022,1652,alcohol and beverage
1000000277,100175,12/23/2022,4452,alcohol and beverage
1000000278,100031,12/24/2022,672,alcohol and beverage
1000000279,100150,12/25/2022,1765,apparel
1000000280,100161,12/25/2022,904,alcohol and beverage
1000000281,100186,12/26/2022,4068,apparel
1000000282,100008,12/26/2022,3001,food
1000000283,100150,12/26/2022,4733,alcohol and beverage
1000000284,100028,12/26/2022,5887,household appliances
1000000285,100065,12/28/2022,3278,household appliances
1000000286,100142,12/28/2022,219,apparel
1000000287,100062,12/29/2022,3891,apparel
1000000288,100088,12/29/2022,2091,alcohol and beverage
1000000289,100151,12/29/2022,2019,furniture
1000000290,100107,12/30/2022,1917,computer equipment
